PAYERGROUPCODE,STATECODE,MONTHUID,ACTIVEMEMBERSHIP,ACTIVEMEMBERSHIP_FORECAST,ACTIVEMEMBERSHIP_FORECAST_LOWER,ACTIVEMEMBERSHIP_FORECAST_UPPER,ACTIVEMEMBERSHIP_FORECAST_MAE,MODEL
Commercial,KY,2019-01,137665,137641.959642142,137413.811079006,137851.367922115,1051.163235229,PROPHET
Commercial,KY,2019-02,137242,137279.728241243,137063.660598803,137493.020076907,1051.163235229,PROPHET
Commercial,KY,2019-03,137004,136952.55149462,136720.893482419,137166.62967557,1051.163235229,PROPHET
Commercial,KY,2019-04,136472,136590.320113489,136367.251945227,136829.604749131,1051.163235229,PROPHET
Commercial,KY,2019-05,136641,136574.989118597,136335.453045742,136803.536230599,1051.163235229,PROPHET
Commercial,KY,2019-06,136574,136557.434335412,136334.014492117,136785.665183452,1051.163235229,PROPHET
Commercial,KY,2019-07,136271,136177.08207718,135948.8300189,136382.968281299,1051.163235229,PROPHET
Commercial,KY,2019-08,134693,134882.631094758,134662.747147646,135108.146260949,1051.163235229,PROPHET
Commercial,KY,2019-09,134513,134682.998010783,134457.036721331,134914.209857539,1051.163235229,PROPHET
Commercial,KY,2019-10,134903,134413.37736602,134197.114473074,134643.757850546,1051.163235229,PROPHET
Commercial,KY,2019-11,133991,134134.769366431,133916.587273915,134345.65696868,1051.163235229,PROPHET
Commercial,KY,2019-12,133784,133865.148721668,133647.037692394,134076.676812547,1051.163235229,PROPHET
Commercial,KY,2020-01,,133586.540722079,133273.892810315,133914.615054314,1051.163235229,PROPHET
Commercial,KY,2020-02,,133307.93272249,132639.274976478,134063.968828893,1051.163235229,PROPHET
Commercial,LA,2019-01,31724,31695.245039474,31602.397558181,31794.691534841,233.613123731,PROPHET
Commercial,LA,2019-02,31524,31543.991996934,31446.420874608,31637.335047686,233.613123731,PROPHET
Commercial,LA,2019-03,31389,31408.011070491,31316.86376313,31503.456974919,233.613123731,PROPHET
Commercial,LA,2019-04,31335,31339.475247514,31245.301445776,31439.047287705,233.613123731,PROPHET
Commercial,LA,2019-05,31243,31273.781866779,31181.364282219,31363.051833066,233.613123731,PROPHET
Commercial,LA,2019-06,31248,31205.898706084,31111.062684329,31302.474843435,233.613123731,PROPHET
Commercial,LA,2019-07,31215,31138.413972809,31039.641143185,31233.788612254,233.613123731,PROPHET
Commercial,LA,2019-08,30400,30526.669318429,30433.966410165,30622.426079106,233.613123731,PROPHET
Commercial,LA,2019-09,30297,30336.194307042,30243.875029846,30430.317114819,233.613123731,PROPHET
Commercial,LA,2019-10,30237,30151.863560158,30057.242394674,30254.246223232,233.613123731,PROPHET
Commercial,LA,2019-11,30087,29961.388455044,29863.003709188,30055.182590378,233.613123731,PROPHET
Commercial,LA,2019-12,29659,29777.05770816,29681.301144308,29870.12691626,233.613123731,PROPHET
Commercial,LA,2020-01,,29586.582603046,29452.536729002,29710.540874255,233.613123731,PROPHET
Commercial,LA,2020-02,,29396.107497932,29100.497256378,29661.834849915,233.613123731,PROPHET
Commercial,MA,2019-01,48658,48643.146138054,48568.937935614,48718.470909726,528.640524342,PROPHET
Commercial,MA,2019-02,48436,48450.868627707,48382.528049183,48525.044779537,528.640524342,PROPHET
Commercial,MA,2019-03,48339,48351.384238356,48276.694486582,48423.268651784,528.640524342,PROPHET
Commercial,MA,2019-04,48368,48365.635069851,48294.891754174,48444.179956564,528.640524342,PROPHET
Commercial,MA,2019-05,48382,48379.425792839,48306.27267739,48456.582749115,528.640524342,PROPHET
Commercial,MA,2019-06,48401,48393.573570083,48319.977083839,48461.775288072,528.640524342,PROPHET
Commercial,MA,2019-07,48385,48355.369651248,48283.451013382,48431.788539374,528.640524342,PROPHET
Commercial,MA,2019-08,47291,47350.235159936,47277.200987504,47421.085397946,528.640524342,PROPHET
Commercial,MA,2019-09,47358,47433.521589606,47361.737735662,47507.024926418,528.640524342,PROPHET
Commercial,MA,2019-10,47373,47235.105053534,47156.537826517,47309.402634717,528.640524342,PROPHET
Commercial,MA,2019-11,47084,47030.074632927,46951.154137165,47102.906883772,528.640524342,PROPHET
Commercial,MA,2019-12,46745,46831.658096855,46760.128719203,46901.586958434,528.640524342,PROPHET
Commercial,MA,2020-01,,46626.627676248,46437.562584073,46789.173760712,528.640524342,PROPHET
Commercial,MA,2020-02,,46421.59725564,45657.913135654,47030.365967556,528.640524342,PROPHET
Commercial,MD,2019-01,29126,29124.917424074,29109.644574048,29140.867036514,441.210810502,PROPHET
Commercial,MD,2019-02,28830,28833.47835433,28818.895205275,28848.545147023,441.210810502,PROPHET
Commercial,MD,2019-03,28870,28865.440071925,28850.441632531,28881.881373545,441.210810502,PROPHET
Commercial,MD,2019-04,28793,28797.401322878,28781.11795937,28812.062702708,441.210810502,PROPHET
Commercial,MD,2019-05,28821,28816.599349137,28800.422695901,28831.072846662,441.210810502,PROPHET
Commercial,MD,2019-06,28793,28797.397537824,28782.803272512,28813.344023904,441.210810502,PROPHET
Commercial,MD,2019-07,28788,28783.60140087,28768.535337734,28799.262068317,441.210810502,PROPHET
Commercial,MD,2019-08,27821,27824.270236926,27808.397095105,27839.427143446,441.210810502,PROPHET
Commercial,MD,2019-09,27728,27721.627126273,27706.682440242,27736.905330843,441.210810502,PROPHET
Commercial,MD,2019-10,27631,27622.295081639,27606.626322461,27637.654485643,441.210810502,PROPHET
Commercial,MD,2019-11,27486,27519.651968851,27504.693631827,27534.174768747,441.210810502,PROPHET
Commercial,MD,2019-12,27440,27420.319924218,27405.089020156,27436.538212231,441.210810502,PROPHET
Commercial,MD,2020-01,,27317.67681143,27164.990769753,27454.368823566,441.210810502,PROPHET
Commercial,MD,2020-02,,27215.033698642,26631.407724397,27802.370848702,441.210810502,PROPHET
Commercial,ME,2019-01,34867,34864.869488287,34840.473609613,34889.089152016,73.919767639,PROPHET
Commercial,ME,2019-02,34755,34757.218544773,34735.593325533,34780.28958048,73.919767639,PROPHET
Commercial,ME,2019-03,34658,34662.009395104,34638.067134602,34685.936046991,73.919767639,PROPHET
Commercial,ME,2019-04,34600,34591.681869469,34568.271320587,34613.249224317,73.919767639,PROPHET
Commercial,ME,2019-05,34494,34499.479206693,34475.407394681,34522.337516513,73.919767639,PROPHET
Commercial,ME,2019-06,34408,34405.429451989,34382.627181061,34429.533173943,73.919767639,PROPHET
Commercial,ME,2019-07,34309,34314.413591643,34291.618300437,34339.510024611,73.919767639,PROPHET
Commercial,ME,2019-08,34372,34366.755438553,34343.090133125,34390.484904424,73.919767639,PROPHET
Commercial,ME,2019-09,34315,34348.431315545,34324.770471498,34372.760414316,73.919767639,PROPHET
Commercial,ME,2019-10,34380,34330.698214583,34307.420636774,34355.795183059,73.919767639,PROPHET
Commercial,ME,2019-11,34311,34312.374010256,34287.128883327,34335.336696454,73.919767639,PROPHET
Commercial,ME,2019-12,34279,34294.640909295,34270.602681214,34317.358203687,73.919767639,PROPHET
Commercial,ME,2020-01,,34276.316704968,34242.18680294,34305.721229592,73.919767639,PROPHET
Commercial,ME,2020-02,,34257.992500641,34180.989563628,34327.435355598,73.919767639,PROPHET
Commercial,MI,2019-01,364089,363851.959922451,362363.366097323,365298.49384032,4945.320400134,PROPHET
Commercial,MI,2019-02,363368,363068.277759615,361438.020124605,364547.10058384,4945.320400134,PROPHET
Commercial,MI,2019-03,361856,362360.435809152,360900.332541505,363889.382751685,4945.320400134,PROPHET
Commercial,MI,2019-04,361381,361582.931197961,360077.42715005,363020.15767403,4945.320400134,PROPHET
Commercial,MI,2019-05,361442,361195.347937892,359726.661274386,362636.785528979,4945.320400134,PROPHET
Commercial,MI,2019-06,360700,360797.589926771,359281.53427328,362209.703526912,4945.320400134,PROPHET
Commercial,MI,2019-07,360042,360433.472473314,359015.42876939,361987.647070461,4945.320400134,PROPHET
Commercial,MI,2019-08,359414,360077.546426138,358592.223835637,361666.252535457,4945.320400134,PROPHET
Commercial,MI,2019-09,359144,359721.621457542,358151.860010684,361230.945891985,4945.320400134,PROPHET
Commercial,MI,2019-10,359182,357476.807765129,355990.409035597,359103.181922869,4945.320400134,PROPHET
Commercial,MI,2019-11,357572,355157.166949636,353583.10818156,356566.678003896,4945.320400134,PROPHET
Commercial,MI,2019-12,350444,352912.353257223,351443.084643485,354430.491456707,4945.320400134,PROPHET
Commercial,MI,2020-01,,350592.71244173,349136.796283504,352102.651182081,4945.320400134,PROPHET
Commercial,MI,2020-02,,348273.071626237,346678.257140616,349853.534992824,4945.320400134,PROPHET
Commercial,MN,2019-01,177843,216280.426835405,167351.80453002,262785.139977518,22052.726860145,PROPHET
Commercial,MN,2019-02,177487,197121.497978588,145931.647524465,243941.218637203,22052.726860145,PROPHET
Commercial,MN,2019-03,177265,179816.659009811,129062.226595715,227349.868959192,22052.726860145,PROPHET
Commercial,MN,2019-04,177056,160657.730148265,114677.073194441,211876.33478629,22052.726860145,PROPHET
Commercial,MN,2019-05,176875,142116.831251323,93624.062999703,190265.743762916,22052.726860145,PROPHET
Commercial,MN,2019-06,176486,122957.902388541,73888.970981632,169010.694178871,22052.726860145,PROPHET
Commercial,MN,2019-07,175947,104417.003490709,56163.941720277,156241.619903871,22052.726860145,PROPHET
Commercial,MN,2019-08,24236,85258.074631661,35253.360801404,136377.309094444,22052.726860145,PROPHET
Commercial,MN,2019-09,24177,66099.145771286,17724.858619953,114085.146368328,22052.726860145,PROPHET
Commercial,MN,2019-10,24162,47558.246875184,2252.222914436,95572.429088239,22052.726860145,PROPHET
Commercial,MN,2019-11,24058,28399.318015878,-19915.736549176,76109.264173066,22052.726860145,PROPHET
Commercial,MN,2019-12,24015,9858.419119776,-37612.893494583,58985.864775713,22052.726860145,PROPHET
Commercial,MN,2020-01,,-9300.509739529,-57479.974424509,39454.411438253,22052.726860145,PROPHET
Commercial,MN,2020-02,,-28459.438598834,-80451.273585108,23538.112362279,22052.726860145,PROPHET
Commercial,MO,2019-01,105838,105837.897754845,105829.081307333,105846.770365978,121.959429424,PROPHET
Commercial,MO,2019-02,105294,105294.328027194,105285.067441272,105303.471636371,121.959429424,PROPHET
Commercial,MO,2019-03,105206,105205.57009868,105196.719200487,105214.677165726,121.959429424,PROPHET
Commercial,MO,2019-04,104993,104993.415503033,104985.124207621,105002.393280965,121.959429424,PROPHET
Commercial,MO,2019-05,104868,104867.584164529,104858.166413227,104876.606637313,121.959429424,PROPHET
Commercial,MO,2019-06,104521,104521.415679879,104512.493802804,104529.94335233,121.959429424,PROPHET
Commercial,MO,2019-07,104543,104542.58431874,104533.849995794,104551.676139709,121.959429424,PROPHET
Commercial,MO,2019-08,100806,100806.408282877,100796.452152711,100816.050957746,121.959429424,PROPHET
Commercial,MO,2019-09,100701,100688.350278224,100679.03280226,100697.280048335,121.959429424,PROPHET
Commercial,MO,2019-10,100414,100426.821987843,100417.987845766,100435.872396703,121.959429424,PROPHET
Commercial,MO,2019-11,100145,100156.576087784,100147.352020937,100165.965508613,121.959429424,PROPHET
Commercial,MO,2019-12,99907,99895.047797403,99885.794715896,99904.455463293,121.959429424,PROPHET
Commercial,MO,2020-01,,99624.801897343,99077.855452472,100252.505359358,121.959429424,PROPHET
Commercial,MO,2020-02,,99354.555997284,97270.104268042,101564.85004142,121.959429424,PROPHET
Commercial,MS,2019-01,31304,31310.197698041,31129.497702786,31488.464182676,383.046603541,PROPHET
Commercial,MS,2019-02,31189,31169.141453022,30989.721717568,31360.326515523,383.046603541,PROPHET
Commercial,MS,2019-03,31022,31041.735811358,30852.895605125,31229.810175973,383.046603541,PROPHET
Commercial,MS,2019-04,30890,30900.679564658,30717.242829523,31073.417725544,383.046603541,PROPHET
Commercial,MS,2019-05,30715,30764.173518893,30569.39319985,30960.502597556,383.046603541,PROPHET
Commercial,MS,2019-06,30623,30623.117271604,30422.961757385,30814.197032048,383.046603541,PROPHET
Commercial,MS,2019-07,30622,30486.507615371,30298.199032825,30665.11447064,383.046603541,PROPHET
Commercial,MS,2019-08,30095,30238.533753553,30055.485803482,30422.614311813,383.046603541,PROPHET
Commercial,MS,2019-09,29916,29990.490744019,29813.234526122,30162.924703669,383.046603541,PROPHET
Commercial,MS,2019-10,29858,29720.508105062,29509.348598843,29898.365555075,383.046603541,PROPHET
Commercial,MS,2019-11,29753,29441.526044807,29245.264704451,29616.841721391,383.046603541,PROPHET
Commercial,MS,2019-12,28868,29171.54340585,28982.116628785,29366.955028401,383.046603541,PROPHET
Commercial,MS,2020-01,,28892.561345594,28696.976280872,29077.274716379,383.046603541,PROPHET
Commercial,MS,2020-02,,28613.579285338,28416.478233239,28794.30934336,383.046603541,PROPHET
Commercial,MT,2019-01,24761,24786.031918531,24615.569358206,24954.871735338,499.160327623,PROPHET
Commercial,MT,2019-02,24694,24723.27154769,24558.807866227,24888.359784339,499.160327623,PROPHET
Commercial,MT,2019-03,24654,24666.584755862,24494.245460787,24839.583379926,499.160327623,PROPHET
Commercial,MT,2019-04,24651,24603.824308461,24443.477233959,24768.549211717,499.160327623,PROPHET
Commercial,MT,2019-05,24570,24540.268330672,24364.448260837,24699.12971793,499.160327623,PROPHET
Commercial,MT,2019-06,24489,24473.731932687,24302.757633598,24639.033218613,499.160327623,PROPHET
Commercial,MT,2019-07,24428,24142.516972474,23971.608528633,24306.857176982,499.160327623,PROPHET
Commercial,MT,2019-08,23458,23800.169762597,23626.429737966,23973.62663617,499.160327623,PROPHET
Commercial,MT,2019-09,23452,23460.034393142,23302.750510531,23644.998836916,499.160327623,PROPHET
Commercial,MT,2019-10,23440,23451.529164562,23294.522039103,23616.226636507,499.160327623,PROPHET
Commercial,MT,2019-11,23431,23442.740428364,23259.875749027,23604.228640309,499.160327623,PROPHET
Commercial,MT,2019-12,23497,23434.235199784,23256.671486494,23608.119664846,499.160327623,PROPHET
Commercial,MT,2020-01,,23425.446463585,23255.892860982,23602.270194251,499.160327623,PROPHET
Commercial,MT,2020-02,,23416.657727386,23180.659479535,23645.885213729,499.160327623,PROPHET
Commercial,NC,2019-01,96855,97035.564527761,95997.584300169,98196.687363818,1450.066048528,PROPHET
Commercial,NC,2019-02,96548,96822.922319685,95747.956701759,97906.312504509,1450.066048528,PROPHET
Commercial,NC,2019-03,96678,96630.858339345,95566.646399651,97811.722431623,1450.066048528,PROPHET
Commercial,NC,2019-04,96459,96418.215071475,95241.441003321,97521.917417598,1450.066048528,PROPHET
Commercial,NC,2019-05,96312,96212.419683429,95069.578780941,97336.93433605,1450.066048528,PROPHET
Commercial,NC,2019-06,96253,95997.651862958,94895.452224004,97102.790096303,1450.066048528,PROPHET
Commercial,NC,2019-07,96151,95785.317161357,94675.329813795,96835.735259879,1450.066048528,PROPHET
Commercial,NC,2019-08,93890,93931.064039829,92801.948358228,95040.244135209,1450.066048528,PROPHET
Commercial,NC,2019-09,93748,92072.571801342,90949.477361652,93214.707684762,1450.066048528,PROPHET
Commercial,NC,2019-10,88156,90273.627316868,89125.872228838,91258.743450619,1450.066048528,PROPHET
Commercial,NC,2019-11,87700,88414.718016244,87343.54732917,89559.856694488,1450.066048528,PROPHET
Commercial,NC,2019-12,87461,86615.77353177,85557.933867369,87697.661057959,1450.066048528,PROPHET
Commercial,NC,2020-01,,84756.864231146,83641.330353893,86011.104558347,1450.066048528,PROPHET
Commercial,NC,2020-02,,82897.954930523,81796.258796645,84086.0598376,1450.066048528,PROPHET
Commercial,ND,2019-01,8541,9505.119602401,8347.905307384,10873.510432276,249.594519507,PROPHET
Commercial,ND,2019-02,8496,9019.40552767,7725.978360838,10195.948482914,249.594519507,PROPHET
Commercial,ND,2019-03,8487,8580.696040992,7322.994602422,9854.86451388,249.594519507,PROPHET
Commercial,ND,2019-04,8489,8094.981966225,6840.28011149,9348.388191612,249.594519507,PROPHET
Commercial,ND,2019-05,8516,7624.936087329,6404.47000791,8926.789496431,249.594519507,PROPHET
Commercial,ND,2019-06,8518,7139.222012309,5883.770856403,8387.38414092,249.594519507,PROPHET
Commercial,ND,2019-07,8501,6669.176133119,5461.63001448,7950.45547631,249.594519507,PROPHET
Commercial,ND,2019-08,4680,6183.462058165,4933.374793909,7435.960266531,249.594519507,PROPHET
Commercial,ND,2019-09,4652,5697.747982923,4393.248946054,6938.652491519,249.594519507,PROPHET
Commercial,ND,2019-10,4628,5227.702103663,4015.905477034,6512.669073207,249.594519507,PROPHET
Commercial,ND,2019-11,4623,4741.988028429,3447.456465468,5947.76315197,249.594519507,PROPHET
Commercial,ND,2019-12,4597,4271.942149169,2992.346600636,5517.615475059,249.594519507,PROPHET
Commercial,ND,2020-01,,3786.228073935,2510.091355896,4969.847402151,249.594519507,PROPHET
Commercial,ND,2020-02,,3300.5139987,2031.601305138,4570.839813743,249.594519507,PROPHET
Commercial,NE,2019-01,14881,15646.301101538,14558.798432409,16611.926628822,4310.334532754,PROPHET
Commercial,NE,2019-02,14799,15226.903933858,14201.348564224,16238.966322923,4310.334532754,PROPHET
Commercial,NE,2019-03,14796,14848.093588995,13864.297689582,15894.558915065,4310.334532754,PROPHET
Commercial,NE,2019-04,14772,14428.69642125,13436.364599593,15385.922725879,4310.334532754,PROPHET
Commercial,NE,2019-05,14708,14022.828194568,13046.051948824,15046.206441325,4310.334532754,PROPHET
Commercial,NE,2019-06,14747,13603.43102638,12562.859123273,14563.883859005,4310.334532754,PROPHET
Commercial,NE,2019-07,14719,13197.562798957,12147.948927602,14213.703301269,4310.334532754,PROPHET
Commercial,NE,2019-08,11508,12778.165630735,11772.503893807,13777.494547589,4310.334532754,PROPHET
Commercial,NE,2019-09,11484,12358.768462829,11298.701468828,13400.103860001,4310.334532754,PROPHET
Commercial,NE,2019-10,11491,11952.900235785,10928.231143227,12969.76998597,4310.334532754,PROPHET
Commercial,NE,2019-11,11452,11533.503067838,10463.786203921,12508.16646428,4310.334532754,PROPHET
Commercial,NE,2019-12,11409,11127.634840794,10152.42464867,12144.730005367,4310.334532754,PROPHET
Commercial,NE,2020-01,,10708.237672847,9621.405000002,11754.455701672,4310.334532754,PROPHET
Commercial,NE,2020-02,,10288.840504901,9243.40066706,11332.493908479,4310.334532754,PROPHET
