MONTHS,PROVIDERNAME,SPECIALITY,STATE,IP_INDICATOR,LOB,PRICEPM,MEMBER_COUNT
2019-10,Pediatric Associates Medical Group Inc.,Clinic/Center,CA,O,Commercial,1251.43,7
2019-10,Pediatric Associates Mont. Co.,Clinic/Center,MD,O,Commercial,243.31,1
2019-10,Pediatric Care Specialists,Clinic/Center,PA,O,Commercial,2357.66,12
2019-10,Pediatric Care Specialists,Clinic/Center,PA,O,Medicare,9653.04,4
2019-10,Pediatric Consultants of Hampton Roads,Clinic/Center,VA,O,Medicare,2060.48,12
2019-10,Pediatric Eden LLC,Clinic/Center,NJ,O,Commercial,104.44,1
2019-10,Pediatricians of Dallas Pa,Clinic/Center,TX,O,Commercial,222.99,2
2019-10,Pediatrics Care Plus Pa,Clinic/Center,FL,O,Medicare,880.07,8
2019-10,Pediatrics Pa,Clinic/Center,FL,O,Medicare,1246.81,8
2019-10,Pedios Ltd.,Clinic/Center,IL,O,Commercial,953.97,6
2019-10,Peekaboo Pediatrics PC,Clinic/Center,PA,O,Commercial,211.43,2
2019-10,Peoples Clinic HCH Outreach,Clinic/Center,CO,O,Medicare,415.66,16
2019-10,Perimeter Clinic,Clinic/Center,GA,O,Commercial,2876.93,3
2019-10,Perlman Clinic,Clinic/Center,CA,O,Commercial,758.30,3
2019-10,Perry County Family Practice Inc.,Clinic/Center,OH,O,Commercial,104.35,1
2019-10,"Peter B. Shin, M.D., Inc.",Clinic/Center,CA,O,Commercial,224.57,1
2019-10,Philadelphia District Health Center 5,Clinic/Center,PA,O,Commercial,136.02,1
2019-10,Philadelphia District Health Center 5,Clinic/Center,PA,O,Medicare,558.42,4
2019-10,Philadelphia Health Care Center 2,Clinic/Center,PA,O,Commercial,773.04,9
2019-10,Philadelphia Health Care Center 2,Clinic/Center,PA,O,Medicare,245.06,6
2019-10,"Philomena Ukwade MD, Pa",Clinic/Center,TX,O,Commercial,110.48,1
2019-10,Phoebe-Sumter Medical Clinic,Clinic/Center,GA,O,Medicare,561.24,5
2019-10,Physicians Express,Clinic/Center,IL,O,Commercial,498.74,3
2019-10,Physicians Urgent Care-Franklin,Clinic/Center,TN,O,Commercial,114.12,1
2019-10,Pickett Medical Center,Clinic/Center,TX,O,Commercial,120.38,1
2019-10,Piedmont Family Medicine P.A.,Clinic/Center,NC,O,Commercial,178.95,1
2019-10,Piedmont Health and Wellness,Clinic/Center,VA,O,Commercial,75.03,1
2019-10,Pkwy. Pediatrics,Clinic/Center,VA,O,Commercial,91.16,1
2019-10,Planned Parenthood B. Street Clinic,Clinic/Center,CA,O,Medicare,207.26,3
2019-10,Platinumcare LLC,Clinic/Center,DC,O,Commercial,423.82,1
2019-10,Playhouse Pediatrics P.A.,Clinic/Center,TX,O,Medicare,99.63,1
2019-10,Ponce Advance Medical Group,Clinic/Center,PR,O,Medicaid,1072.21,11
2019-10,Ponce Preventive Care LLC,Clinic/Center,GA,O,Commercial,327.08,3
2019-10,Pope County Medical Clinic,Clinic/Center,IL,O,Medicare,68.41,1
2019-10,Potomac Advanced Medical Care,Clinic/Center,MD,O,Commercial,183.28,1
2019-10,Practice Health,Clinic/Center,MT,O,Commercial,176.66,1
2019-10,Preferred Pediatrics Urgent Care For Kids,Clinic/Center,TX,O,Commercial,266.97,2
2019-10,Premiere Community Healthcare Group,Clinic/Center,FL,O,Commercial,0.00,1
2019-10,Premiere Community Healthcare Group,Clinic/Center,FL,O,Medicare,0.00,13
2019-10,Premiere Family Care,Clinic/Center,AZ,O,Commercial,101.57,1
2019-10,Premiere Healthcare Associates PC,Clinic/Center,NJ,O,Commercial,323.76,1
2019-10,Premiere Medical Center Inc.,Clinic/Center,SC,O,Commercial,179.24,1
2019-10,Premiere Walk In Clinic,Clinic/Center,FL,O,Commercial,73.33,1
2019-10,"Primary Care Partners Slo, PC",Clinic/Center,CA,O,Commercial,203.08,1
2019-10,Primary Care Pediatrics,Clinic/Center,GA,O,Commercial,243.00,2
2019-10,Primary Care Physicians of Joliet Sc,Clinic/Center,IL,O,Medicaid,309.68,3
2019-10,Primary Care Physicians of Joliet Sc,Clinic/Center,IL,O,Medicare,344.60,5
2019-10,Primary Care Solutions PC Dba Doctors Express,Clinic/Center,CO,O,Commercial,54.58,2
2019-10,Primary Health Care-Marshalltown Clinic,Clinic/Center,IA,O,Medicare,90.07,1
2019-10,Primary One Health,Clinic/Center,OH,O,Commercial,626.60,3
2019-10,Primary One Health,Clinic/Center,OH,O,Medicare,104.41,1
2019-10,Prime Care Medical Clinic,Clinic/Center,AR,O,Commercial,2050.40,11
2019-10,Prime Medical Care LLC,Clinic/Center,NJ,O,Commercial,179.28,1
2019-10,Primecaremds,Clinic/Center,TX,O,Commercial,161.66,1
2019-10,"Proactive Physicians of Marietta, PC",Clinic/Center,GA,O,Commercial,279.76,2
2019-10,Progressive Care Medical Group of Tn PLLC,Clinic/Center,TN,O,Commercial,577.31,2
2019-10,Progressive Care Medical Group of Tn PLLC,Clinic/Center,TN,O,Medicare,188.62,1
2019-10,Project Renewal Inc.,Clinic/Center,NY,O,Medicare,796.24,3
2019-10,Promesa Inc.,Clinic/Center,NY,I,Commercial,68383.57,7
2019-10,Promesa Inc.,Clinic/Center,NY,O,Commercial,1111.61,6
2019-10,Promesa Inc.,Clinic/Center,NY,O,Medicare,5517.44,25
2019-10,Prompt Medical Care,Clinic/Center,NJ,O,Commercial,4098.15,6
2019-10,Prosser PMH Family Medicine,Clinic/Center,WA,O,Commercial,879.60,1
2019-10,Protocare Inc.,Clinic/Center,IL,O,Commercial,120.65,1
2019-10,Providence Family Care,Clinic/Center,TX,O,Commercial,136.33,1
2019-10,Provident Primary Care Inc.,Clinic/Center,CA,O,Medicare,0.00,5
2019-10,Prudentmd LLC,Clinic/Center,NJ,O,Commercial,147.09,1
2019-10,Prudentmd LLC,Clinic/Center,NJ,O,Medicare,1291.67,2
2019-10,Pueblo Cmnty. Health Ctr-Grand Ave. Clinic,Clinic/Center,CO,O,Commercial,270.48,1
2019-10,Pueblo Family Medicine PC,Clinic/Center,CO,O,Commercial,171.61,2
2019-10,Pueblo Medical Associates Inc.,Clinic/Center,CA,O,Commercial,675.58,1
2019-10,Pureview Health Center,Clinic/Center,MT,O,Commercial,86.71,1
2019-10,Quad Cities Pediatrics PC,Clinic/Center,IA,O,Medicare,107.49,1
2019-10,Quality Primary Care P A,Clinic/Center,FL,O,Commercial,1180.73,2
2019-10,"Quan H. Le, MD Pa",Clinic/Center,TX,O,Commercial,112.89,1
2019-10,Queens Village Primary Medical Care PLLC,Clinic/Center,NY,O,Commercial,237.06,2
2019-10,Queenscare Hlth. Centers E 3rd Street,Clinic/Center,CA,O,Medicare,130.34,1
2019-10,Quince Orchard Pediatrics,Clinic/Center,MD,O,Medicare,425.26,1
2019-10,Qvita Health and Wellness LLC,Clinic/Center,FL,O,Commercial,378.41,2
2019-10,RMC Family Health Care,Clinic/Center,TX,O,Commercial,234.99,2
2019-10,Raafat Issa MD LLC,Clinic/Center,MI,O,Commercial,158.73,1
2019-10,Raintree Healthcare,Clinic/Center,TX,O,Commercial,609.88,6
2019-10,Rakesh Patel MD,Clinic/Center,TX,O,Commercial,71.56,2
2019-10,Ranch View Family Medicine PC,Clinic/Center,CO,O,Commercial,323.56,3
2019-10,Randall G. Shue Do,Clinic/Center,CA,O,Commercial,77.77,1
2019-10,Raymond Clinic,Clinic/Center,ID,O,Commercial,961.23,4
2019-10,Rea Dental Clinic Christopher,Clinic/Center,IL,O,Commercial,,2
2019-10,Rea Health Clinic-Christopher,Clinic/Center,IL,O,Commercial,13590.08,94
2019-10,Rea Health Clinic-Christopher,Clinic/Center,IL,O,Medicaid,46.04,1
2019-10,Rea Health Clinic-Christopher,Clinic/Center,IL,O,Medicare,481.23,3
2019-10,Recovery Unlimited,Clinic/Center,CO,O,Medicare,22.79,1
2019-10,Regence Health Network,Clinic/Center,TX,O,Commercial,153.32,1
2019-10,Regence Health Network,Clinic/Center,TX,O,Medicare,12147.42,94
2019-10,Regence Health Network Hereford Clinic,Clinic/Center,TX,O,Medicare,11259.32,46
2019-10,Regence Health Network-Plainview Medical,Clinic/Center,TX,O,Commercial,1387.66,2
2019-10,Regional Physicians Primary Care,Clinic/Center,NC,O,Commercial,121.25,1
2019-10,Regis College,Clinic/Center,MA,O,Commercial,139.87,1
2019-10,Renewed Balance Health & Wellness Center Sc,Clinic/Center,IL,O,Commercial,366.44,2
2019-10,Reno Family Medical Clinic,Clinic/Center,NV,O,Commercial,125.09,1
2019-10,Reston Pediatrics Associates,Clinic/Center,VA,O,Commercial,647.52,2
2019-10,Restore Family Medical Clinic,Clinic/Center,OK,O,Commercial,1010.30,2
2019-10,Reynolds Primary Care Internal Medicine,Clinic/Center,VA,O,Medicare,79.27,1
2019-10,"Ricardo Navarro D.O., P.A.",Clinic/Center,FL,O,Medicare,519.24,1
2019-10,"Richard Cohen, Melvin Katz, Michael Segarra, LLC",Clinic/Center,NJ,O,Commercial,664.24,7
2019-10,Richard G. Wise Do Inc.,Clinic/Center,OH,O,Commercial,195.42,2
2019-10,Ritchie Regional Health Center,Clinic/Center,WV,O,Medicare,334.46,6
2019-10,Rittenhouse Internal Medicine,Clinic/Center,PA,O,Commercial,315.74,2
2019-10,River Valley Health & Dental Center,Clinic/Center,PA,O,Medicare,42.08,2
2019-10,River Valley Healthcare Associates PC,Clinic/Center,VA,O,Medicare,168.53,2
2019-10,River Valley Primary Care Services,Clinic/Center,AR,O,Commercial,297.44,4
2019-10,Roanoke City Jail,Clinic/Center,VA,O,Commercial,636.08,4
2019-10,Robbins Health Center,Clinic/Center,IL,O,Medicare,1609.07,14
2019-10,Robert A. Rosen MD Pa,Clinic/Center,FL,O,Commercial,144.52,1
2019-10,Robert Michael Grife Enterprises LLC,Clinic/Center,NJ,O,Medicare,691.47,1
2019-10,Robert P Blereau MD,Clinic/Center,LA,O,Commercial,58.31,1
2019-10,Robinhood Integrative Health PLLC,Clinic/Center,NC,O,Commercial,133.86,1
2019-10,"Rodriguez Clinical Trials, LLC",Clinic/Center,TX,O,Commercial,310.66,1
2019-10,Roger Naftzger Clinic,Clinic/Center,TX,O,Medicare,1304.55,2
2019-10,Rolling Hills Clinic-Corning,Clinic/Center,CA,O,Medicare,,10
2019-10,Rolling Terrace School Based Health Clinic,Clinic/Center,MD,O,Medicare,143.74,1
2019-10,Ronald A Reiss MD,Clinic/Center,NJ,O,Commercial,877.69,5
2019-10,Roseville Pediatric Medical Group Inc.,Clinic/Center,CA,O,Medicaid,110.82,1
2019-10,Roseville Pediatric Medical Group Inc.,Clinic/Center,CA,O,Medicare,4214.55,46
2019-10,Rundberg Health Center,Clinic/Center,TX,O,Commercial,192.46,2
2019-10,Rundberg Health Center,Clinic/Center,TX,O,Medicare,5687.57,38
2019-10,Rural Health Inc.,Clinic/Center,IL,O,Commercial,6470.88,41
2019-10,Rural Health Inc.,Clinic/Center,IL,O,Medicaid,0.00,1
2019-10,Rural Health Inc.,Clinic/Center,IL,O,Medicare,2716.95,22
2019-10,Ryan Chelsea Clinton Community Health,Clinic/Center,NY,O,Medicare,359.35,3
2019-10,SBCHC-Pitner Clinic,Clinic/Center,TX,O,Commercial,2053.56,20
2019-10,SCS LLC Dba Bay Shore Pediatrics,Clinic/Center,MD,O,Commercial,552.30,4
2019-10,SGMP Southland LLC,Clinic/Center,GA,O,Medicare,2280.92,12
2019-10,SSS Family Medicine PC,Clinic/Center,NY,O,Commercial,169.40,1
2019-10,Sacramento County Health Center,Clinic/Center,CA,O,Medicare,1801.07,18
2019-10,Sadhana Pediatrics LLC,Clinic/Center,NJ,O,Commercial,642.61,6
2019-10,Sadhana Pediatrics LLC,Clinic/Center,NJ,O,Medicare,3006.56,9
2019-10,Sakn Pediatrics,Clinic/Center,IL,O,Commercial,76.38,1
2019-10,Salinas Family Practice,Clinic/Center,CA,O,Commercial,419.18,3
2019-10,Salud Para La Gente,Clinic/Center,CA,O,Medicare,57673.09,385
2019-10,"Salvatore Bernardo, Jr., M.D., P.A.",Clinic/Center,NJ,O,Commercial,332.68,1
2019-10,San Fernando Community Health Center,Clinic/Center,CA,O,Medicare,138.38,2
2019-10,San Fernando Internal Medicine Inc.,Clinic/Center,CA,O,Commercial,155.54,1
2019-10,San Luis Walk-In Clinic Inc.,Clinic/Center,AZ,O,Commercial,627.48,13
2019-10,San Luis Walk-In Clinic Inc.,Clinic/Center,AZ,O,Medicare,6732.53,70
2019-10,San Ysidro Health Center,Clinic/Center,CA,O,Medicare,1604.34,4
2019-10,San Ysidro Health Chula Vista,Clinic/Center,CA,O,Commercial,1489.46,8
2019-10,San Ysidro Health Chula Vista,Clinic/Center,CA,O,Medicare,1372.97,3
2019-10,Santa Rosa Community Health Lombardi,Clinic/Center,CA,O,Commercial,151.27,3
2019-10,Santa Rosa Community Health Lombardi,Clinic/Center,CA,O,Medicare,16308.57,211
2019-10,Santiam Medical Associates,Clinic/Center,OR,O,Commercial,493.93,4
2019-10,Saunders Resource Center Homeless Clinic,Clinic/Center,TX,O,Medicare,124.08,1
2019-10,Schmitz Family Practice and Rural Health,Clinic/Center,AR,O,Commercial,87.25,1
2019-10,Schuylerville Family Health A Service of Saratoga,Clinic/Center,NY,O,Commercial,69.73,1
2019-10,Scotia Bluffs Community Health Center,Clinic/Center,CA,O,Medicare,1350.48,25
2019-10,Sea MAR. Chc-Lynnwood Otptnt Behavioral Hlth.,Clinic/Center,WA,O,Medicaid,175.19,1
2019-10,Sea MAR. Chc-Puyallup Medical-Dental Clnc.,Clinic/Center,WA,O,Medicare,541.32,4
2019-10,Sebasticook Valley Hospital,Clinic/Center,ME,I,Commercial,7989.19,1
2019-10,Sebasticook Valley Hospital,Clinic/Center,ME,O,Commercial,5370.95,7
2019-10,Sebastopol Community Health Center,Clinic/Center,CA,O,Medicare,327.11,8
2019-10,Seguin Community Health Center,Clinic/Center,TX,O,Medicaid,1130.17,6
2019-10,Seguin Community Health Center,Clinic/Center,TX,O,Medicare,1412.62,11
2019-10,Shalem Healing Inc.,Clinic/Center,WI,O,Commercial,378.98,1
2019-10,Shawnee County Health Agency-Main Clinic,Clinic/Center,KS,O,Medicare,1924.51,31
2019-10,Shelby Valley Clinic,Clinic/Center,KY,O,Medicare,220.38,4
2019-10,Sheri Ho MD Ph D Inc.,Clinic/Center,CA,O,Commercial,265.44,2
2019-10,Sherly Med Inc.,Clinic/Center,CA,O,Commercial,113.25,1
2019-10,Shore Medicine & Pediatrics Associates Pa,Clinic/Center,NJ,O,Commercial,68.26,1
2019-10,Shrenik G. Shah MD PC,Clinic/Center,NJ,O,Commercial,1236.50,8
2019-10,Signature Health Inc.,Clinic/Center,OH,O,Commercial,408.40,2
2019-10,Signature Health Inc.,Clinic/Center,OH,O,Medicare,0.00,1
2019-10,Silver Lake Medical Ctr-Downtown Campus,Clinic/Center,CA,O,Commercial,1322.70,1
2019-10,Simone Family Medicine LLC,Clinic/Center,NJ,O,Commercial,104.58,1
2019-10,Singson Medical Group Pa,Clinic/Center,DE,O,Medicaid,914.12,9
2019-10,Singson Medical Group Pa,Clinic/Center,DE,O,Medicare,912.10,9
2019-10,Sissonville Health Center,Clinic/Center,WV,O,Medicare,1969.25,19
2019-10,Siu Center For Family Medicine,Clinic/Center,IL,O,Medicare,537.15,2
2019-10,Sodus Community Health La Clinica,Clinic/Center,NY,O,Medicare,0.00,1
2019-10,Solano Center of Excellence Medical Corp.,Clinic/Center,CA,O,Commercial,96.00,1
2019-10,"Son Hong Le, MD A Prof Corp.",Clinic/Center,CA,O,Medicare,48.78,1
2019-10,Sound Health Care Center,Clinic/Center,WA,O,Commercial,437.33,2
2019-10,South 18th Street Community Clinic,Clinic/Center,TX,O,Medicaid,647.30,4
2019-10,South 18th Street Community Clinic,Clinic/Center,TX,O,Medicare,15685.73,99
2019-10,South Arkansas Medical Assoc. PLLC,Clinic/Center,AR,O,Commercial,3378.34,24
2019-10,South Bay Pediatrics,Clinic/Center,CA,O,Commercial,195.33,2
2019-10,South Coast Medical Group Family and Sports Medicine,Clinic/Center,CA,O,Commercial,60.46,1
2019-10,South Denver Primary Care PC,Clinic/Center,CO,O,Commercial,385.56,3
2019-10,South Florida Sports Medicine and,Clinic/Center,FL,O,Commercial,188.38,1
2019-10,South Orange Ave. Medical Associates LLC,Clinic/Center,NJ,O,Commercial,1210.87,10
2019-10,South Orange Ave. Medical Associates LLC,Clinic/Center,NJ,O,Medicare,1295.31,7
2019-10,South Pointe Hospital,Clinic/Center,OH,I,Commercial,209212.07,4
2019-10,South Pointe Hospital,Clinic/Center,OH,I,Medicare,6496.10,1
2019-10,South Pointe Hospital,Clinic/Center,OH,O,Commercial,27208.68,37
2019-10,South Pointe Hospital,Clinic/Center,OH,O,Medicare,1456.25,8
2019-10,South River Medical Clinic LLC,Clinic/Center,VA,O,Commercial,189.23,2
2019-10,South River Medical Clinic LLC,Clinic/Center,VA,O,Medicare,264.49,2
2019-10,South Shore Skin Surgeons at BMC,Clinic/Center,MA,O,Commercial,186.87,5
2019-10,South Side Pediatrics,Clinic/Center,MD,O,Medicare,846.89,9
2019-10,Southeast Georgia Pediatrics LLC,Clinic/Center,GA,O,Commercial,555.24,2
2019-10,Southern Sierra Medical Clinic,Clinic/Center,CA,O,Commercial,149.68,1
2019-10,Southern Sierra Medical Clinic,Clinic/Center,CA,O,Medicare,335.54,1
2019-10,Southlake Direct Primary Care PLLC,Clinic/Center,FL,O,Commercial,274.78,1
2019-10,Southpointe Occupational Medicine & Family Practic,Clinic/Center,CO,O,Commercial,390.09,2
2019-10,Southside Health Center,Clinic/Center,MI,O,Commercial,508.70,2
2019-10,Southside Medical Ctr-Riverdale Clinic,Clinic/Center,GA,O,Commercial,631.32,3
2019-10,Southside Medical Ctr-Riverdale Clinic,Clinic/Center,GA,O,Medicare,595.87,4
2019-10,Southwest Internal Medicine Group,Clinic/Center,AZ,O,Commercial,503.27,3
2019-10,Southwest Physician Medical Diagnostic Center,Clinic/Center,NV,O,Commercial,357.57,1
2019-10,Space Center Primary Care PLLC,Clinic/Center,TX,O,Commercial,184.26,1
2019-10,Spectrum Community Health Ctr,Clinic/Center,PA,O,Commercial,85.01,4
2019-10,Spectrum Community Health Ctr,Clinic/Center,PA,O,Medicare,3166.63,21
2019-10,Spectrum Internal Medicine LLC,Clinic/Center,GA,O,Commercial,575.08,2
2019-10,Spring Hill Primary Care LLC,Clinic/Center,FL,O,Commercial,69.67,1
2019-10,Spring Valley Family Care,Clinic/Center,WV,O,Commercial,279.01,1
2019-10,St Anthony Medical Clinic,Clinic/Center,CA,O,Medicare,0.00,1
2019-10,St Catherine Family Health Care,Clinic/Center,MT,O,Commercial,122.23,1
2019-10,St Jude Medical Clinic,Clinic/Center,IL,O,Commercial,211.36,2
2019-10,St Marys Family Practice Pa,Clinic/Center,KS,O,Commercial,212.23,1
2019-10,St Peter Medical Group Inc.,Clinic/Center,FL,O,Commercial,117.38,1
2019-10,St. Isabel Family Medical Clinic Inc.,Clinic/Center,CA,O,Commercial,144.53,1
2019-10,St. Johns Well Child & Family Center,Clinic/Center,CA,O,Medicare,123.70,15
2019-10,St. Jude Neighborhood Health Centers,Clinic/Center,CA,O,Commercial,74.80,1
2019-10,St. Tammany Community Health Center,Clinic/Center,LA,O,Commercial,207.21,1
2019-10,St. Thomas Community Health Center,Clinic/Center,LA,O,Commercial,16.36,1
2019-10,St. Vincent De Paul Vlg. Fmly. Hlth. Ctr,Clinic/Center,CA,O,Commercial,4557.88,2
2019-10,St. Vincent De Paul Vlg. Fmly. Hlth. Ctr,Clinic/Center,CA,O,Medicare,3884.78,7
2019-10,St. Vincents Family Medicine Center,Clinic/Center,FL,O,Medicare,314.25,3
2019-10,Stacy McKay Health and Educ. Center,Clinic/Center,IN,O,Commercial,,1
2019-10,Stacy McKay Health and Educ. Center,Clinic/Center,IN,O,Medicaid,,1
2019-10,Sterling Health Solutions,Clinic/Center,KY,O,Commercial,67.99,1
2019-10,Sterling Health Solutions,Clinic/Center,KY,O,Medicare,717.53,12
2019-10,Stewart Family Medicine,Clinic/Center,KS,O,Commercial,101.79,1
2019-10,Stockbridge-Munsee Health and Wellness Center,Clinic/Center,WI,O,Commercial,48.29,1
2019-10,Stony Creek Community Health Center,Clinic/Center,VA,O,Medicare,758.56,8
2019-10,Stride Chc-West Arvada Health Center,Clinic/Center,CO,O,Medicare,0.00,8
2019-10,"Sudhakar J. Kharod, MD, Pa",Clinic/Center,NJ,O,Medicare,3794.93,11
2019-10,Summer Familycare,Clinic/Center,NC,O,Commercial,417.49,1
2019-10,Summit Medical Arts Associates LLC,Clinic/Center,NJ,O,Commercial,73.82,1
2019-10,Sunny View Pediatrics,Clinic/Center,MT,O,Commercial,220.10,1
2019-10,Sunrise Medical Clinic,Clinic/Center,FL,O,Commercial,245.67,2
2019-10,Sunset Cmnty. Health Ctr-San Luis Dental,Clinic/Center,AZ,O,Medicare,0.00,2
2019-10,Sunset Community Health Center-San Luis,Clinic/Center,AZ,O,Commercial,211.54,2
2019-10,Sunset Community Health Center-San Luis,Clinic/Center,AZ,O,Medicare,5964.10,47
2019-10,Sunset Community Health Center-Yuma,Clinic/Center,AZ,O,Commercial,3691.34,38
2019-10,Sunset Community Health Center-Yuma,Clinic/Center,AZ,O,Medicare,8458.81,72
2019-10,Sunset Community Health Ctr-Somerton,Clinic/Center,AZ,O,Medicare,883.74,4
2019-10,Sunshine Medical Clinic,Clinic/Center,MS,O,Commercial,1098.98,5
2019-10,Susans Place Homeless Health Clinic,Clinic/Center,NY,O,Commercial,339.09,1
2019-10,Susans Place Homeless Health Clinic,Clinic/Center,NY,O,Medicare,1483.31,7
2019-10,Sutter Medical Plaza-Dixon,Clinic/Center,CA,O,Medicare,2303.54,9
2019-10,Swenson Medical Group Professional Corp.,Clinic/Center,CA,O,Commercial,19.05,1
2019-10,Swenson Medical Group Professional Corp.,Clinic/Center,CA,O,Medicare,6531.25,25
2019-10,Sylvia Sweatt Family Practice LLC,Nurse Practitioner,KY,O,Commercial,451.64,5
2019-10,Synergenx Health Atascocita LLC,Clinic/Center,TX,O,Commercial,1174.46,2
2019-10,Synergenx Physician Services PLLC,Clinic/Center,TX,O,Commercial,6431.37,10
2019-10,Sze K Wong M D S C.,Clinic/Center,IL,O,Commercial,182.92,1
2019-10,Sze K Wong M D S C.,Clinic/Center,IL,O,Medicaid,141.19,1
2019-10,Sze K Wong M D S C.,Clinic/Center,IL,O,Medicare,388.76,2
2019-10,TLCCS Pocomoke,Clinic/Center,MD,O,Medicare,2876.51,21
2019-10,TLM Medical Services LLC,Clinic/Center,SC,O,Commercial,627.29,4
2019-10,Tadros Medical LLC,Clinic/Center,MO,O,Commercial,92.20,1
2019-10,Tampa Family Health Center-University,Clinic/Center,FL,O,Medicare,89.99,8
2019-10,Taos Medical Clinic,Clinic/Center,NM,O,Commercial,262.94,2
2019-10,Taos Medical Clinic,Clinic/Center,NM,O,Medicare,772.30,17
2019-10,Tazewell Community Health,Clinic/Center,VA,O,Medicare,3447.16,6
2019-10,Tazewell Family Healthecare PC,Clinic/Center,VA,O,Commercial,132.24,1
2019-10,Team Mental Health Services Inc.,Clinic/Center,MI,O,Commercial,2313.20,16
2019-10,Terence Tan,Clinic/Center,CA,O,Commercial,432.30,1
2019-10,Teresita D Hernandez Mdpa,Clinic/Center,FL,O,Commercial,75.06,1
2019-10,Texas Health Family Care #835,Clinic/Center,TX,O,Commercial,84.24,1
2019-10,Texas Medical Wellness Center PLLC,Clinic/Center,TX,O,Commercial,204.62,1
2019-10,Texas Tech Univ.,Clinic/Center,TX,O,Medicare,1541.33,8
2019-10,The Childrens Doctor,Clinic/Center,MD,O,Commercial,119.22,1
2019-10,The Pediatric Center & Sabine Urgent Care of Lees,Clinic/Center,LA,O,Medicare,766.28,5
2019-10,The Singer Group LLC,Clinic/Center,PA,O,Commercial,83.38,1
2019-10,Third Street Family Health Services,Clinic/Center,OH,O,Medicare,81.75,1
2019-10,Thomas J. Marzili MD LLC,Clinic/Center,NJ,O,Commercial,1355.99,10
